,model,RAM,approx_price_EUR,battery_mah,CPU_cores,CPU_speed,primary_camera_mp,secondary_camera_mp,internal_memory_gb,brand,OS,battery_removable,battery_type,cluster
1696,Smart 4 mini,0.512,50.0,1400.0,2,1.3,3.15,0.0,4.0,49,0,1,0,3
1697,Smart III 975,0.512,110.0,1500.0,1,1.0,5.0,0.0,4.0,49,0,1,0,3
1698,Smart Tab II 10,1.0,270.0,6340.0,2,1.5,5.0,1.3,16.0,49,0,0,0,1
1699,Smart Tab II 7,1.0,180.0,3550.0,1,1.0,2.0,0.6,4.0,49,0,0,0,2
1700,Lenny,0.512,100.0,1800.0,2,1.3,5.0,1.3,4.0,50,0,1,0,3
1701,Highway 4G,2.0,300.0,2350.0,4,2.0,16.0,8.0,16.0,50,0,0,0,3
1702,Highway Signs,1.0,200.0,2000.0,8,1.4,8.0,5.0,8.0,50,0,0,0,3
1703,Highway,2.0,350.0,2350.0,8,2.0,16.0,8.0,32.0,50,0,0,0,3
1704,Mi Max 2,4.0,280.0,5300.0,8,2.0,12.0,5.0,128.0,52,0,0,0,2
1705,Mi 6,6.0,400.0,3350.0,8,2.45,12.0,8.0,128.0,52,0,0,1,2
1706,Mi Pad 3,4.0,290.0,6600.0,6,2.1,13.0,5.0,64.0,52,0,0,1,1
1707,Mi 5c,3.0,300.0,2860.0,8,2.2,12.0,8.0,64.0,52,0,0,0,2
1708,Redmi 4a,2.0,110.0,3120.0,4,1.4,13.0,5.0,32.0,52,0,0,0,2
1709,Redmi 4 (China),2.0,130.0,4100.0,8,1.4,13.0,5.0,16.0,52,0,0,1,2
1710,Redmi 4 Prime,3.0,160.0,4100.0,8,2.0,13.0,5.0,32.0,52,0,0,1,2
1711,Redmi 3x,2.0,170.0,4100.0,8,1.4,13.0,5.0,32.0,52,0,0,0,2
1712,Redmi 3s Prime,3.0,150.0,4100.0,8,1.4,13.0,5.0,32.0,52,0,0,0,2
1713,Redmi 3s,2.0,120.0,4100.0,8,1.4,13.0,5.0,16.0,52,0,0,0,2
1714,Redmi 3 Pro,3.0,250.0,4100.0,8,1.5,13.0,5.0,32.0,52,0,0,0,2
1715,Mi Max,3.0,170.0,4850.0,6,1.4,16.0,5.0,64.0,52,0,0,0,2
1716,Mi 4s,3.0,220.0,3260.0,6,1.4,13.0,5.0,64.0,52,0,0,0,2
1717,Redmi 3,2.0,160.0,4100.0,8,1.5,13.0,5.0,16.0,52,0,0,0,2
1718,Redmi Note Prime,2.0,140.0,3100.0,4,1.2,13.0,5.0,16.0,52,0,1,1,2
1719,Mi Pad 2,2.0,180.0,6190.0,4,2.24,8.0,5.0,64.0,52,0,0,1,1
1720,Redmi Note 3 (MediaTek),2.0,180.0,4000.0,8,2.0,13.0,5.0,16.0,52,0,0,1,2
1721,Mi 4c,2.0,210.0,3080.0,6,1.4,13.0,5.0,16.0,52,0,0,0,2
1722,Redmi 2 Prime,2.0,120.0,2200.0,4,1.2,8.0,2.0,16.0,52,0,1,1,3
1723,Mi 4i,2.0,260.0,3120.0,8,1.7,13.0,5.0,32.0,52,0,0,0,2
1724,Mi Note Pro,4.0,250.0,3000.0,8,1.5,13.0,4.0,64.0,52,0,0,0,2
1725,Mi Note,3.0,190.0,3000.0,4,2.5,13.0,4.0,64.0,52,0,0,0,2
1726,Redmi 2A,1.0,130.0,2200.0,4,1.5,8.0,2.0,8.0,52,0,1,0,3
1727,Redmi 2,1.0,130.0,2200.0,4,1.2,8.0,2.0,8.0,52,0,1,1,3
1728,Mi 4 LTE,3.0,230.0,3080.0,4,2.5,13.0,8.0,16.0,52,0,0,0,2
1729,Redmi Note 4G,2.0,160.0,3100.0,4,1.6,13.0,5.0,8.0,52,0,1,1,2
1730,Mi Pad 7.9,2.0,240.0,6700.0,4,2.2,8.0,5.0,64.0,52,0,0,1,1
1731,Mi 3,2.0,200.0,3050.0,4,2.3,13.0,2.0,64.0,52,0,0,0,2
1732,Redmi 1S,1.0,90.0,2000.0,4,1.6,8.0,1.6,8.0,52,0,1,0,3
1733,Redmi,1.0,100.0,2000.0,4,1.5,8.0,1.3,4.0,52,0,1,1,3
1734,Mi 2S,2.0,250.0,2000.0,4,1.7,8.0,2.0,32.0,52,0,1,0,3
1735,Mi 2,2.0,250.0,2000.0,4,1.5,8.0,2.0,32.0,52,0,1,0,3
1736,Mi 1S,1.0,190.0,1930.0,2,1.7,8.0,2.0,4.0,52,0,1,0,3
1737,Black 1X,3.0,140.0,2400.0,8,1.3,13.0,5.0,32.0,51,0,0,1,3
1738,Black,2.0,180.0,3200.0,8,1.5,13.0,5.0,16.0,51,0,0,1,2
1739,Era,1.0,60.0,2100.0,4,1.2,8.0,2.0,8.0,51,0,1,0,3
1740,Prime,1.0,80.0,1800.0,4,1.3,5.0,0.6,8.0,51,0,1,0,3
1741,A1010,0.512,80.0,2500.0,2,1.0,5.0,0.6,4.0,51,0,1,1,3
1742,Win Q1000,1.0,120.0,2200.0,4,1.2,8.0,2.0,8.0,51,2,1,1,3
1743,8X-1020,1.0,120.0,2500.0,8,1.4,8.0,5.0,8.0,51,0,0,1,3
1744,Omega 5.5,1.0,130.0,2600.0,8,1.4,13.0,2.0,8.0,51,0,1,0,3
1745,Omega 5.0,1.0,110.0,2100.0,8,1.4,8.0,2.0,8.0,51,0,0,0,3
1746,Opus 3,1.0,120.0,2500.0,4,1.3,8.0,5.0,8.0,51,0,1,1,3
1747,Q1020,1.0,150.0,2100.0,4,1.3,13.0,2.0,8.0,51,0,1,1,3
1748,One,1.0,80.0,1700.0,4,1.3,5.0,0.6,8.0,51,0,1,0,3
1749,Opus HD,1.0,120.0,2500.0,4,1.2,8.0,2.0,8.0,51,0,1,0,3
1750,Play 8X-1100,2.0,190.0,2100.0,8,1.7,13.0,5.0,16.0,51,0,1,1,3
1751,Play 8X-1200,2.0,270.0,2300.0,8,2.0,13.0,5.0,32.0,51,0,0,0,3
1752,Hive 8X-1000,2.0,170.0,1920.0,8,1.4,8.0,2.0,16.0,51,0,0,0,3
1753,Win Q900s,1.0,120.0,1800.0,4,1.2,8.0,2.0,8.0,51,2,1,1,3
1754,A500S Lite,0.512,60.0,1400.0,2,1.3,3.15,0.6,4.0,51,0,1,0,3
1755,Q1010i,1.0,160.0,2250.0,4,1.3,8.0,2.0,8.0,51,0,0,0,3
1756,A510s,1.0,100.0,1400.0,2,1.3,5.0,0.6,4.0,51,0,1,0,3
1757,Q2500,1.0,170.0,3000.0,4,1.3,8.0,2.0,4.0,51,0,1,1,2
1758,A500 Club,0.512,80.0,1400.0,2,1.3,5.0,0.6,4.0,51,0,1,0,3
1759,Q1010,1.0,140.0,2250.0,4,1.3,8.0,2.0,4.0,51,0,1,1,3
1760,Q1100,1.0,140.0,2000.0,4,1.4,8.0,2.0,8.0,51,0,1,0,3
1761,Q700s,1.0,120.0,1800.0,4,1.3,8.0,0.6,4.0,51,0,1,0,3
1762,Q3000,2.0,250.0,4000.0,4,1.5,13.0,5.0,16.0,51,0,1,0,2
1763,Q1000 Opus,1.0,100.0,2000.0,4,1.2,5.0,0.6,4.0,51,0,1,1,3
1764,LT900,1.0,190.0,1810.0,2,1.5,8.0,1.0,8.0,51,0,1,0,3
1765,Play Tegra Note,1.0,190.0,4100.0,4,1.8,5.0,0.6,16.0,51,0,0,0,2
1766,Q500,1.0,90.0,1450.0,4,1.2,5.0,0.6,4.0,51,0,1,0,3
1767,Q800 X-Edition,1.0,100.0,2100.0,4,1.2,8.0,1.0,4.0,51,0,1,0,3
1768,A500S IPS,0.512,120.0,1400.0,2,1.3,5.0,0.6,4.0,51,0,1,0,3
1769,Q2000,1.0,160.0,2600.0,4,1.2,13.0,2.0,8.0,51,0,1,1,3
1770,Q900,1.0,120.0,1800.0,4,1.2,8.0,2.0,4.0,51,0,1,1,3
1771,A600,0.512,80.0,1900.0,2,1.3,5.0,0.6,4.0,51,0,1,1,3
1772,A500L,0.512,80.0,1500.0,2,1.3,3.15,0.6,4.0,51,0,1,0,3
1773,Q700i,1.0,120.0,2400.0,4,1.2,8.0,2.0,4.0,51,0,1,0,3
1774,Tab,1.0,120.0,4000.0,4,1.2,2.0,0.6,4.0,51,0,0,0,2
1775,Q1000s,1.0,170.0,2500.0,4,1.5,13.0,5.0,16.0,51,0,1,1,3
1776,A500S,0.512,120.0,1400.0,2,1.3,5.0,0.6,4.0,51,0,1,0,3
1777,Play,1.0,170.0,2000.0,4,1.5,8.0,2.0,4.0,51,0,1,0,3
1778,Q600,0.512,120.0,2000.0,4,1.2,5.0,0.6,4.0,51,0,1,0,3
1779,X1000,1.0,170.0,1900.0,1,2.0,8.0,1.3,8.0,51,0,1,0,3
1780,X910,1.0,140.0,2000.0,1,1.6,5.0,0.6,4.0,51,0,1,0,3
1781,X500,0.512,100.0,1500.0,1,1.2,5.0,0.0,4.0,51,0,1,0,3
1782,Q1000,1.0,150.0,2100.0,4,1.2,8.0,1.2,4.0,51,0,1,0,3
1783,Q800,1.0,130.0,2100.0,4,1.2,8.0,1.0,4.0,51,0,1,0,3
1784,Q700,1.0,100.0,2400.0,4,1.2,5.0,0.6,4.0,51,0,1,0,3
1785,Andy A5,0.512,190.0,2000.0,4,1.2,13.1,2.0,4.0,54,0,1,0,3
1786,YotaPhone 2,2.0,150.0,2500.0,4,2.3,8.0,2.1,32.0,55,0,0,0,3
1787,YotaPhone,2.0,420.0,1800.0,2,1.7,13.0,1.0,32.0,55,0,0,0,3
1788,Yunique Plus,2.0,80.0,2000.0,4,1.2,8.0,2.0,8.0,53,0,0,1,3
1789,Yunicorn,4.0,180.0,4000.0,8,1.8,13.0,5.0,32.0,53,0,0,1,2
1790,Yureka Note,3.0,180.0,4000.0,8,1.5,13.0,8.0,16.0,53,0,0,1,2
1791,Yutopia,4.0,420.0,3000.0,8,2.0,21.0,8.0,32.0,53,0,0,1,2
1792,Yunique,1.0,70.0,2000.0,4,1.2,8.0,2.0,8.0,53,0,0,1,3
1793,Yuphoria,2.0,90.0,2230.0,4,1.2,8.0,5.0,16.0,53,0,1,0,3
1794,Yureka Plus,2.0,130.0,2500.0,8,1.7,13.0,5.0,16.0,53,0,1,1,3
1795,Yureka,2.0,130.0,2500.0,8,1.7,13.0,5.0,16.0,53,0,1,1,3
1796,Axon 7s,6.0,700.0,3400.0,4,2.35,20.0,8.0,128.0,56,0,0,0,2
1797,nubia N1 lite,2.0,160.0,3000.0,4,1.5,8.0,5.0,16.0,56,0,0,0,2
1798,Blade V8 Lite,2.0,170.0,2500.0,8,1.5,8.0,5.0,16.0,56,0,0,0,3
1799,Blade A2 Plus,4.0,200.0,5000.0,8,1.5,13.0,8.0,32.0,56,0,0,0,2
1800,Blade V8 Pro,3.0,260.0,3140.0,8,2.0,13.0,8.0,32.0,56,0,0,0,2
1801,Axon 7 Max,4.0,500.0,4100.0,8,2.0,13.0,13.0,64.0,56,0,0,0,2
1802,nubia Z11 mini S,4.0,270.0,3000.0,8,2.0,23.0,13.0,128.0,56,0,0,0,2
1803,Axon 7 mini,3.0,270.0,2705.0,8,1.5,16.0,8.0,32.0,56,0,0,0,3
1804,Zmax Pro,2.0,110.0,3400.0,8,1.5,13.0,5.0,32.0,56,0,0,0,2
1805,nubia N1,3.0,230.0,5000.0,8,2.0,13.0,13.0,64.0,56,0,0,1,2
1806,nubia Z11 Max,4.0,360.0,4000.0,8,1.8,16.0,8.0,64.0,56,0,0,0,2
1807,Axon 7,4.0,410.0,3250.0,4,2.15,20.0,8.0,64.0,56,0,0,0,2
1808,Blade L110,0.512,70.0,1400.0,4,1.3,5.0,2.0,4.0,56,0,1,0,3
1809,Grand X Max 2,2.0,210.0,3400.0,8,1.5,13.0,5.0,16.0,56,0,0,0,2
1810,nubia Z11 mini,3.0,250.0,2800.0,8,1.2,16.0,8.0,64.0,56,0,0,0,2
1811,Blade L5 Plus,1.0,90.0,2150.0,4,1.3,8.0,2.0,8.0,56,0,1,0,3
1812,Blade V Plus,2.0,270.0,3000.0,8,1.3,13.0,5.0,16.0,56,0,0,0,2
1813,Blade A512,2.0,170.0,2540.0,4,1.4,13.0,5.0,16.0,56,0,0,0,3
1814,Blade V7,2.0,180.0,2500.0,8,1.3,13.0,5.0,16.0,56,0,0,0,3
1815,Blade A2,2.0,130.0,2500.0,8,1.5,13.0,5.0,16.0,56,0,0,0,3
1816,Blade V7 Lite,2.0,120.0,2500.0,4,1.0,13.0,8.0,16.0,56,0,0,0,3
1817,nubia Prague S,3.0,390.0,2200.0,8,1.5,13.0,8.0,64.0,56,0,0,0,3
1818,Grand X 3,2.0,120.0,3080.0,4,1.3,8.0,2.0,16.0,56,0,1,0,2
1819,Avid Plus,1.0,110.0,2300.0,4,1.1,5.0,2.0,8.0,56,0,1,0,3
1820,Blade X9,2.0,170.0,3000.0,8,1.5,13.0,5.0,16.0,56,0,0,0,2
1821,Axon,2.0,290.0,3000.0,4,2.3,13.0,8.0,32.0,56,0,0,0,2
1822,Blade S7,3.0,280.0,2500.0,8,1.5,13.0,13.0,32.0,56,0,0,0,3
1823,Axon mini,3.0,330.0,2800.0,8,1.5,13.0,8.0,32.0,56,0,0,0,2
1824,Zmax 2,2.0,130.0,3000.0,4,1.2,8.0,2.0,16.0,56,0,1,0,2
1825,Axon Elite,3.0,420.0,3000.0,8,1.5,13.0,8.0,32.0,56,0,0,0,2
1826,Axon Lux,4.0,450.0,3000.0,8,1.5,13.0,8.0,128.0,56,0,0,0,2
1827,Axon Pro,4.0,350.0,3000.0,8,1.5,13.0,8.0,64.0,56,0,0,0,2
1828,Obsidian,1.0,130.0,1800.0,4,1.0,5.0,2.0,4.0,56,0,1,0,3
1829,Grand X2,2.0,130.0,2480.0,4,1.2,8.0,2.0,16.0,56,0,1,0,3
1830,Blade Apex 3,1.0,110.0,2000.0,4,1.2,5.0,2.0,8.0,56,0,0,0,3
1831,Maven,1.0,50.0,2100.0,4,1.2,5.0,0.6,8.0,56,0,0,0,3
1832,Blade Qlux 4G,1.0,70.0,2200.0,4,1.3,8.0,5.0,8.0,56,0,1,0,3
1833,Blade S6 Plus,2.0,280.0,3000.0,8,1.7,13.0,5.0,16.0,56,0,0,0,2
1834,nubia Z9 Max,3.0,200.0,2900.0,8,1.5,16.0,8.0,16.0,56,0,0,0,2
1835,nubia Z9 mini,2.0,170.0,2900.0,8,1.5,16.0,8.0,16.0,56,0,0,0,2
1836,Grand S3,3.0,300.0,3100.0,4,2.5,16.0,8.0,16.0,56,0,0,0,2
1837,Blade L3 Plus,1.0,100.0,2000.0,4,1.3,13.0,5.0,8.0,56,0,1,0,3
1838,Blade L3,1.0,80.0,2000.0,4,1.3,8.0,2.0,8.0,56,0,1,0,3
1839,Blade G Lux,0.512,100.0,1850.0,2,1.3,5.0,2.0,4.0,56,0,1,0,3
1840,Blade G,0.512,70.0,1200.0,2,1.0,2.0,0.6,4.0,56,0,1,0,3
1841,V5 Lux,1.0,210.0,2400.0,4,1.2,13.0,5.0,8.0,56,0,0,0,3
1842,Blade S6,2.0,220.0,2400.0,8,1.5,13.0,5.0,16.0,56,0,0,0,3
1843,Star 2,2.0,330.0,2400.0,4,2.3,13.0,5.0,16.0,56,0,0,1,3
1844,Speed,1.0,80.0,2000.0,4,1.2,5.0,2.0,8.0,56,0,0,1,3
1845,Grand S II,2.0,180.0,2500.0,4,2.2,13.0,5.0,16.0,56,0,1,0,3
1846,Zmax,2.0,200.0,3400.0,4,1.2,8.0,1.6,16.0,56,0,0,0,2
1847,Blade Vec 4G,1.0,180.0,2300.0,4,1.2,8.0,2.0,16.0,56,0,0,0,3
1848,Blade Vec 3G,1.0,170.0,2300.0,4,1.3,8.0,5.0,8.0,56,0,1,0,3
1849,Kis 3 Max,0.512,120.0,1850.0,2,1.3,5.0,2.0,4.0,56,0,1,0,3
1850,nubia Z5S mini NX405H,2.0,210.0,2000.0,4,1.2,13.0,5.0,16.0,56,0,0,0,3
1851,nubia Z7,3.0,250.0,3000.0,4,2.5,13.0,5.0,32.0,56,0,0,0,2
1852,nubia Z7 Max,2.0,240.0,3100.0,4,2.5,13.0,5.0,32.0,56,0,0,0,2
1853,nubia Z7 mini,2.0,180.0,2300.0,4,2.0,13.0,5.0,16.0,56,0,0,0,3
1854,Blade L2,1.0,130.0,2000.0,4,1.3,5.0,0.6,4.0,56,0,1,0,3
1855,Blade G2,0.512,100.0,2000.0,4,1.2,5.0,0.6,4.0,56,0,1,0,3
1856,Star 1,2.0,200.0,2300.0,4,1.6,8.0,5.0,16.0,56,0,0,1,3
1857,Grand S II S291,2.0,250.0,3100.0,4,2.3,13.0,2.0,16.0,56,0,0,0,2
1858,nubia Z5S,2.0,290.0,2300.0,4,2.3,13.0,5.0,32.0,56,0,0,0,3
1859,nubia Z5S mini NX403A,2.0,230.0,2000.0,4,1.7,13.0,5.0,16.0,56,0,1,0,3
1860,Grand S Flex,1.0,310.0,2300.0,2,1.2,8.0,1.0,16.0,56,0,0,0,3
1861,Warp 4G,1.0,150.0,2070.0,2,1.2,8.0,1.0,8.0,56,0,1,0,3
1862,Blade G V880G,0.512,280.0,2000.0,2,1.2,5.0,0.6,4.0,56,0,1,0,3
1863,Reef,1.0,110.0,1650.0,1,1.0,5.0,1.0,4.0,56,0,1,0,3
1864,Vital N9810,1.0,270.0,2500.0,2,1.5,13.0,1.0,8.0,56,0,1,0,3
1865,Grand X Pro,1.0,110.0,2000.0,2,1.2,8.0,0.6,4.0,56,0,0,0,3
1866,Grand X Quad V987,1.0,200.0,2500.0,4,1.2,8.0,1.3,4.0,56,0,1,0,3
1867,Grand Memo V9815,2.0,340.0,3200.0,4,1.7,13.0,1.0,16.0,56,0,0,0,2
1868,Blade C V807,0.512,130.0,1600.0,2,1.0,3.15,0.0,4.0,56,0,1,0,3
1869,Grand S,2.0,430.0,1780.0,4,1.7,13.0,2.0,16.0,56,0,0,0,3
1870,Groove X501,0.512,100.0,1500.0,1,0.8,3.15,0.6,1.0,56,0,1,0,3
1871,nubia Z5,2.0,520.0,2300.0,4,1.5,13.0,2.0,32.0,56,0,0,0,3
1872,Flash,1.0,360.0,1780.0,2,1.5,12.6,1.0,8.0,56,0,1,0,3
1873,Grand Era U895,1.0,380.0,1800.0,4,1.5,8.0,1.3,4.0,56,0,1,0,3
1874,Blade III,0.512,190.0,1600.0,1,1.0,5.0,0.0,4.0,56,0,1,0,3
1875,Grand X IN,1.0,430.0,1650.0,1,1.6,8.0,0.6,16.0,56,0,1,0,3
1876,Grand X LTE T82,1.0,340.0,1900.0,2,1.5,8.0,1.3,4.0,56,0,1,0,3
1877,Grand X V970,1.0,230.0,1600.0,1,1.0,5.0,0.6,4.0,56,0,1,0,3
1878,Optik,1.0,230.0,4000.0,2,1.2,5.0,2.0,16.0,56,0,0,0,2
1879,Light Tab 2 V9A,0.512,250.0,3400.0,1,1.4,3.2,0.6,4.0,56,0,0,0,2
1880,Tania,0.512,210.0,1400.0,1,1.0,5.0,0.0,4.0,56,2,1,0,3
